event_id,country_name,iso_code,admin_division,disease_name,disease_subtype,disease_group,causal_agent_type,species_name,is_wild,epi_unit_type,is_domestic,is_aquatic,latitude,longitude,location_approx,event_started_on,event_confirmed_on,event_ended_on,outbreak_start_date,outbreak_end_date,last_occurrence,reported_on,susceptible,cases,deaths,killed,slaughtered,vaccinated,intervention_quarantine_applied,intervention_movement_control_applied,intervention_stamping_out_applied,intervention_disinfection_applied,intervention_surveillance_applied,intervention_screening_applied,intervention_disposal_applied,intervention_vaccination_applied,intervention_zoning_applied,intervention_vector_control_applied,intervention_wildlife_control_applied,intervention_traceability_applied,intervention_treatment_applied,intervention_slaughter_applied,intervention_count,lab_test_performed,diagnostic_method_types,event_status,reason_type
5833,"Australia","AUS","Mildura","Varroa spp. (Inf. of honey bees with) (Varroosis) ",null,"Apidae","Parasite","Bees",0,"Apiary",0,0,-34.4767,142.3403,1,"2024-08-06T00:00:00.000+00:00","2024-08-14T00:00:00.000+00:00","2024-08-25T00:00:00.000+00:00","2024-08-06T00:00:00.000+00:00","2024-08-25T00:00:00.000+00:00",null,"2024-08-27T00:23:51.817+00:00",1696,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5834,"Poland","POL","Świebodzin","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,52.1999144,15.5217637,0,"2024-08-21T00:00:00.000+00:00","2024-08-22T00:00:00.000+00:00","2024-09-24T00:00:00.000+00:00","2024-08-21T00:00:00.000+00:00","2024-09-24T00:00:00.000+00:00","2024-02-28T00:00:00.000+00:00","2024-10-01T12:45:24.231+00:00",14730,14730,5854,8876,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,9,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5835,"Iran","IRN","Ahvaz","Camelpox (2006-)",null,"camelids","Virus","Camelidae",0,"Village",1,0,31.70449,48.53409,0,"2022-03-05T00:00:00.000+00:00","2022-03-09T00:00:00.000+00:00","2022-04-06T00:00:00.000+00:00","2022-03-14T00:00:00.000+00:00","2022-04-06T00:00:00.000+00:00",null,"2024-08-28T05:46:17.340+00:00",10,6,3,0,0,4,1,1,0,1,1,1,0,1,0,0,0,1,0,0,9,1,"Necropsy|Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5836,"United Kingdom","GBR","Staffordshire Moorlands","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Camelidae",0,"Farm",0,0,53.05,-2.05,1,"2024-08-04T00:00:00.000+00:00","2024-08-26T00:00:00.000+00:00",null,"2026-02-03T00:00:00.000+00:00",null,"2024-04-01T00:00:00.000+00:00","2026-02-13T13:54:59.429+00:00",52,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,8,3,"Diagnostic test","On-going","Recurrence of an eradicated disease"
5837,"Czech Republic","CZE","Praha - východ","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Greylag Goose",1,"Backyard",0,0,49.9336,14.77869,0,"2024-08-22T00:00:00.000+00:00","2024-08-26T00:00:00.000+00:00","2025-04-11T00:00:00.000+00:00","2025-02-03T00:00:00.000+00:00","2025-04-09T00:00:00.000+00:00","2024-04-19T00:00:00.000+00:00","2025-04-11T11:24:17.323+00:00",0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,5,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5838,"Chile","CHL","Ovalle","Caprine arthritis/encephalitis ",null,"Caprinae","Virus","Goats",0,"Farm",0,0,-30.784467,-71.309846,1,"2023-03-03T00:00:00.000+00:00","2023-04-14T00:00:00.000+00:00","2023-04-07T00:00:00.000+00:00","2023-03-03T00:00:00.000+00:00","2023-04-07T00:00:00.000+00:00",null,"2024-08-27T16:45:08.823+00:00",54,13,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5839,"Switzerland","CHE","Bedretto","Bluetongue virus (Inf. with) ","8","Multiple species","Virus","Cattle",0,"Farm",0,0,46.4919,8.486,1,"2024-08-27T00:00:00.000+00:00","2024-08-28T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00","2021-03-31T00:00:00.000+00:00","2024-11-06T15:30:28.867+00:00",10368,196,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,"Clinical|Diagnostic test","Stable","Recurrence of an eradicated strain"
5840,"Switzerland","CHE","Murgenthal","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Camelidae",0,"Farm",0,0,47.2493,7.8677,1,"2024-08-28T00:00:00.000+00:00","2024-08-29T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00",null,"2024-11-06T15:27:25.494+00:00",22,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,"Diagnostic test|Clinical","Stable","New strain in the country"
5841,"Hong Kong","HKG","Tai Po","Avian infectious bronchitis",null,"Aves","Virus","Birds",0,"Natural park",0,0,22.4353,114.1197,1,"2023-10-23T00:00:00.000+00:00","2023-11-03T00:00:00.000+00:00","2023-10-24T00:00:00.000+00:00","2023-10-23T00:00:00.000+00:00","2023-10-24T00:00:00.000+00:00",null,"2024-09-09T05:53:54.912+00:00",6,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"Necropsy|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5843,"Bhutan","BTN","Gelephu","African swine fever virus (Inf. with) ",null,"Suidae","Virus","Swine",0,"Backyard",0,0,26.89111,90.47368,0,"2024-08-05T00:00:00.000+00:00","2024-08-07T00:00:00.000+00:00","2024-11-28T00:00:00.000+00:00","2024-08-05T00:00:00.000+00:00","2024-11-28T00:00:00.000+00:00","2023-06-05T00:00:00.000+00:00","2024-11-28T03:31:24.014+00:00",82,26,26,56,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,12,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5844,"Namibia","NAM","Opuwo","Mycoplasma mycoides subsp. mycoides SC (Inf. with) (Contagious bovine pleuropneumonia) ",null,"Bovidae","Bacterium","Cattle",0,"Village",0,0,-18.14,14.09,0,"2024-07-01T00:00:00.000+00:00","2024-07-01T00:00:00.000+00:00","2024-08-30T00:00:00.000+00:00","2024-07-01T00:00:00.000+00:00","2024-08-30T00:00:00.000+00:00","2024-06-29T00:00:00.000+00:00","2024-09-03T08:35:07.192+00:00",1546,10,1,9,0,1238,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,1,"Clinical|Necropsy|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5845,"Chinese Taipei","TWN","Kinmen County","Lumpy skin disease virus (Inf. with) ",null,"Bovidae","Virus","Cattle",0,"Farm",0,0,24.483723,118.434755,0,"2024-08-27T00:00:00.000+00:00","2024-08-30T00:00:00.000+00:00","2025-02-03T00:00:00.000+00:00","2024-08-27T00:00:00.000+00:00","2025-02-03T00:00:00.000+00:00","2021-04-30T00:00:00.000+00:00","2025-02-21T03:57:47.520+00:00",244,7,0,7,0,237,1,1,0,1,1,0,1,1,1,1,0,1,0,0,16,1,"Diagnostic test|Necropsy|Clinical","Resolved","Recurrence of an eradicated disease"
5846,"Norway","NOR","Oslo","Melissococcus plutonius (Inf. of honey bees with) (European foulbrood) ",null,"Apidae","Bacterium","Bees",0,"Apiary",0,0,59.9487,10.7666,1,"2024-09-03T00:00:00.000+00:00","2024-09-03T00:00:00.000+00:00","2025-05-07T00:00:00.000+00:00","2024-10-04T00:00:00.000+00:00","2025-05-07T00:00:00.000+00:00","2019-08-22T00:00:00.000+00:00","2025-02-20T13:27:31.715+00:00",108,10,0,109,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5847,"Israel","ISR","Jerusalem","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,31.7621,34.9678,0,"2024-09-02T00:00:00.000+00:00","2024-09-03T00:00:00.000+00:00","2025-01-23T00:00:00.000+00:00","2025-01-19T00:00:00.000+00:00","2025-01-23T00:00:00.000+00:00","2023-12-08T00:00:00.000+00:00","2025-04-06T13:27:59.548+00:00",287152,0,9138,278014,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,9,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5848,"Bulgaria","BGR","Straldzha","Sheep pox and goat pox ",null,"Caprinae","Virus","Sheep",0,"Farm",0,0,42.3107,26.8495,0,"2024-09-02T00:00:00.000+00:00","2024-09-04T00:00:00.000+00:00","2024-09-04T00:00:00.000+00:00","2024-09-02T00:00:00.000+00:00","2024-09-04T00:00:00.000+00:00",null,"2024-09-05T12:05:40.737+00:00",135,3,0,135,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,8,1,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5849,"Rwanda","RWA","Kazo","Rift Valley fever virus (Inf. with) ",null,"Multiple species","Virus","Cattle",0,"Not applicable",0,0,-2.2451,30.4972,1,"2024-08-19T00:00:00.000+00:00","2024-08-26T00:00:00.000+00:00",null,"2024-08-19T00:00:00.000+00:00",null,"2022-12-31T00:00:00.000+00:00","2024-09-04T20:57:58.032+00:00",35000,8,1,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","On-going","Recurrence of an eradicated disease"
5850,"Germany","DEU","Schrobenhausen","West Nile Fever ",null,"Multiple species","Virus","Equidae",0,"Farm",0,0,48.56,11.26,1,"2024-08-21T00:00:00.000+00:00","2024-08-27T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-09-04T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2018-11-19T00:00:00.000+00:00","2024-11-11T14:46:06.061+00:00",20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,2,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5851,"Germany","DEU","Hamburg","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Farm",0,0,53.46,10.03,1,"2024-08-20T00:00:00.000+00:00","2024-08-28T00:00:00.000+00:00","2024-10-22T00:00:00.000+00:00","2024-09-18T00:00:00.000+00:00","2024-10-22T00:00:00.000+00:00","2022-12-01T00:00:00.000+00:00","2024-11-11T15:04:29.435+00:00",0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,2,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5852,"Germany","DEU","Salzhausen","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Backyard",0,0,53.22,10.12,1,"2024-08-07T00:00:00.000+00:00","2024-08-20T00:00:00.000+00:00","2024-10-25T00:00:00.000+00:00","2024-10-21T00:00:00.000+00:00","2024-10-25T00:00:00.000+00:00","2023-10-17T00:00:00.000+00:00","2024-11-11T15:21:09.946+00:00",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,6,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5855,"Estonia","EST","Supsi","Q fever ",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,58.31366,25.308097,0,"2023-10-23T00:00:00.000+00:00","2023-10-25T00:00:00.000+00:00","2023-10-25T00:00:00.000+00:00","2023-10-23T00:00:00.000+00:00","2023-10-25T00:00:00.000+00:00",null,"2024-09-05T19:35:26.076+00:00",1314,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","First occurrence in the country"
5856,"Norway","NOR","Lom","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,59.3914,11.5481,1,"2024-08-21T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2025-04-22T00:00:00.000+00:00","2024-12-04T00:00:00.000+00:00","2025-03-04T00:00:00.000+00:00","2010-01-08T00:00:00.000+00:00","2025-02-20T13:06:05.386+00:00",3991,150,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5857,"Germany","DEU","Petershagen","West Nile Fever ",null,"Multiple species","Virus","Accipitridae (unidentified)",1,"Not applicable",0,0,52.34,8.96,1,"2024-08-22T00:00:00.000+00:00","2024-08-28T00:00:00.000+00:00","2024-10-23T00:00:00.000+00:00","2024-10-04T00:00:00.000+00:00","2024-10-23T00:00:00.000+00:00",null,"2024-11-11T15:28:04.521+00:00",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,3,"Diagnostic test","Resolved","First occurrence in a zone or a compartment"
5858,"Melilla","MEL","Melilla","Rabies virus (Inf. with) ","RABV","Multiple species","Virus","Dogs",0,"Other",0,0,35.2824,-2.9423,1,"2024-09-01T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2024-09-01T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-09-06T14:28:28.192+00:00",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5859,"India","IND","Puri","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,19.95582,85.871811,1,"2024-08-16T00:00:00.000+00:00","2024-08-23T00:00:00.000+00:00","2025-01-03T00:00:00.000+00:00","2024-08-19T00:00:00.000+00:00","2025-01-03T00:00:00.000+00:00","2020-09-04T00:00:00.000+00:00","2025-01-03T11:04:50.073+00:00",91325,20043,20043,71282,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,8,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5860,"Kenya","KEN","Karen","African horse sickness virus (Inf. with) ","1","Equidae","Virus","Equidae",0,"Farm",0,0,-1.305832,36.739164,0,"2024-06-05T00:00:00.000+00:00","2024-08-02T00:00:00.000+00:00","2024-11-08T00:00:00.000+00:00","2024-06-05T00:00:00.000+00:00","2024-11-08T00:00:00.000+00:00","1989-01-01T00:00:00.000+00:00","2024-11-13T07:41:06.838+00:00",74,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5861,"Czech Republic","CZE","Karlovy Vary","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,50.3107925,12.8841361,0,"2024-09-04T00:00:00.000+00:00","2024-09-06T00:00:00.000+00:00","2025-03-27T00:00:00.000+00:00","2025-01-28T00:00:00.000+00:00","2025-03-27T00:00:00.000+00:00","2009-12-31T00:00:00.000+00:00","2025-04-11T11:36:57.338+00:00",18706,64,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,7,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5862,"Bhutan","BTN","Samphelling","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Backyard",1,0,26.84426,89.4242,0,"2024-08-29T00:00:00.000+00:00","2024-08-30T00:00:00.000+00:00","2024-11-28T00:00:00.000+00:00","2024-08-29T00:00:00.000+00:00","2024-11-28T00:00:00.000+00:00","2019-06-03T00:00:00.000+00:00","2024-11-28T03:36:13.556+00:00",148,34,34,114,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,11,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5863,"Armenia","ARM","Ararat","Rabies virus (Inf. with) ",null,"Multiple species","Virus","Dogs",0,"Backyard",0,0,40.0158,44.5127,1,"2024-09-09T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-09-09T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-08-03T00:00:00.000+00:00","2024-09-10T08:36:03.931+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5864,"Honduras","HND","Olanchito","New world screwworm (Cochliomyia hominivorax) ",null,"Multiple species","Parasite","Cattle",0,"Farm",0,0,15.43552,-86.26191,0,"2024-09-10T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2025-03-14T00:00:00.000+00:00","2025-02-24T00:00:00.000+00:00","2025-03-14T00:00:00.000+00:00","1996-01-29T00:00:00.000+00:00","2025-03-16T22:52:32.604+00:00",82063,672,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,7,111,"Clinical|Diagnostic test","Stable","Recurrence of an eradicated disease"
5865,"Denmark","DNK","Guldborgsund","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,54.6952,11.5734,0,"2024-09-08T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2024-09-08T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2024-02-16T00:00:00.000+00:00","2024-09-16T09:02:44.180+00:00",6000,0,200,5800,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,9,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5866,"Mozambique","MOZ","Zulo","Foot and mouth disease virus (Inf. with) ","SAT 1","Multiple species","Virus","Cattle",0,"Village",0,0,-24.023348,32.403868,1,"2024-08-28T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00",null,"2024-09-12T00:00:00.000+00:00",null,"2019-04-23T00:00:00.000+00:00","2024-09-23T06:06:27.477+00:00",3817,343,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,"Diagnostic test|Clinical","On-going","Recurrence of an eradicated disease"
5867,"Germany","DEU","Leuna","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,51.36,12.117,1,"2024-09-11T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00","2024-10-22T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00","2024-10-22T00:00:00.000+00:00","2024-02-27T00:00:00.000+00:00","2024-11-13T07:57:32.925+00:00",316,58,57,259,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,13,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5868,"Thailand","THA","Don Kaeo","Lumpy skin disease virus (Inf. with) ",null,"Bovidae","Virus","Buffaloes",0,"Village",0,0,18.689547,98.994437,1,"2024-03-14T00:00:00.000+00:00","2024-03-26T00:00:00.000+00:00","2024-04-21T00:00:00.000+00:00","2024-03-21T00:00:00.000+00:00","2024-04-21T00:00:00.000+00:00","2024-01-09T00:00:00.000+00:00","2024-09-18T09:39:33.083+00:00",17,2,0,0,0,36,1,1,0,1,1,0,0,1,1,1,0,0,0,0,8,4,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5869,"Austria","AUT","Sankt Margarethen bei Knittelfeld","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,47.238,14.858,0,"2024-09-10T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2024-12-31T00:00:00.000+00:00","2024-10-25T00:00:00.000+00:00","2024-11-08T00:00:00.000+00:00",null,"2025-02-17T15:34:29.980+00:00",262,355,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,8,1,"Clinical|Diagnostic test","Stable","New strain in the country"
5870,"Austria","AUT","Sankt Margarethen bei Knittelfeld","Bluetongue virus (Inf. with) ","4","Multiple species","Virus","Cattle",0,"Farm",0,0,47.238,14.858,0,"2024-09-10T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2024-12-31T00:00:00.000+00:00","2024-10-25T00:00:00.000+00:00","2024-11-08T00:00:00.000+00:00","2016-12-26T00:00:00.000+00:00","2025-02-17T15:35:08.106+00:00",441,124,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,8,1,"Diagnostic test","Stable","Recurrence of an eradicated strain"
5871,"Sweden","SWE","Skara","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Cattle",0,"Farm",0,0,58.330173,13.442216,0,"2024-09-04T00:00:00.000+00:00","2024-09-12T00:00:00.000+00:00","2024-10-01T00:00:00.000+00:00","2024-09-20T00:00:00.000+00:00","2024-09-23T00:00:00.000+00:00","2009-02-16T00:00:00.000+00:00","2024-10-01T09:14:59.923+00:00",4079,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"Diagnostic test","Stable","Recurrence of an eradicated disease"
5872,"Türkiye (Rep. of)","TUR","Merkez","Foot and mouth disease virus (Inf. with) ","A","Multiple species","Virus","Cattle",0,"Village",0,0,39.31,34.11,1,"2024-09-09T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-10-24T00:00:00.000+00:00","2024-09-09T00:00:00.000+00:00","2024-10-24T00:00:00.000+00:00","2018-02-08T23:00:00.000+00:00","2024-10-25T11:16:22.805+00:00",589,3,0,0,0,14875,1,1,0,1,1,1,0,1,0,0,0,1,0,0,7,1,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated strain"
5873,"Spain","ESP","BADAJOZ","Anthrax ",null,"Multiple species","Bacterium","Cattle",0,"Farm",0,0,39.211202,-7.1561619,1,"2024-09-02T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-11-04T00:00:00.000+00:00","2024-10-03T00:00:00.000+00:00","2024-11-04T00:00:00.000+00:00","2023-07-24T00:00:00.000+00:00","2024-11-11T09:26:54.337+00:00",103,10,10,0,0,93,1,1,0,1,0,0,1,1,0,0,0,1,0,0,6,2,"Clinical|Diagnostic test","Resolved","Recurrence of an eradicated disease"
5874,"Italy","ITA","Donnas","Bluetongue virus (Inf. with) ","8","Multiple species","Virus","Cattle",0,"Farm",0,0,45.590454,7.781723,0,"2024-08-28T00:00:00.000+00:00","2024-09-09T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00","2024-08-28T00:00:00.000+00:00","2024-11-06T00:00:00.000+00:00",null,"2024-11-06T11:45:41.674+00:00",386,28,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,"Clinical|Diagnostic test","Stable","First occurrence in a zone or a compartment"
5875,"Czech Republic","CZE","Příbram","High pathogenicity avian influenza viruses (poultry) (Inf. with)","H5N1","Aves","Virus","Birds",0,"Farm",1,0,49.5321372,13.9521114,0,"2024-09-13T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00","2025-02-13T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-11-01T00:00:00.000+00:00","2024-04-09T00:00:00.000+00:00","2025-02-13T15:22:47.382+00:00",68146,6683,6683,61463,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,7,1,"Diagnostic test|Clinical","Resolved","Recurrence of an eradicated disease"
5876,"Germany","DEU","Leuna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1","Aves","Virus","Wildlife (species unspecified)",1,"Not applicable",0,0,51.35,12.11,1,"2024-09-11T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-10-20T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-09-25T00:00:00.000+00:00","2024-04-04T00:00:00.000+00:00","2024-11-13T08:48:51.963+00:00",111,1,1,110,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5877,"Portugal","PRT","São Manços","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Sheep",0,"Farm",0,0,38.447942,-7.796789,0,"2024-09-11T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00","2024-09-13T00:00:00.000+00:00",null,"2024-12-02T12:41:07.825+00:00",157,15,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,6,1,"Diagnostic test|Clinical","Stable","New strain in the country"
5878,"Israel","ISR","HaDarom","Crimean Congo haemorrhagic fever (2006-)",null,"Multiple species","Virus","Wildlife (species unspecified)",1,"Natural park",0,0,30.8724,34.7943,0,"2023-01-01T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00",null,"2024-04-12T00:00:00.000+00:00",null,null,"2025-04-09T10:17:20.119+00:00",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,"Diagnostic test","On-going","First occurrence in the country"
5879,"Armenia","ARM","Erevan","Rabies virus (Inf. with) ",null,"Multiple species","Virus","Cats",0,"Backyard",0,0,40.112,44.5024,1,"2024-09-16T00:00:00.000+00:00","2024-09-17T00:00:00.000+00:00","2024-09-17T00:00:00.000+00:00","2024-09-16T00:00:00.000+00:00","2024-09-17T00:00:00.000+00:00","2024-09-10T00:00:00.000+00:00","2024-09-18T07:43:02.733+00:00",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Diagnostic test","Resolved","Recurrence of an eradicated disease"
5884,"Denmark","DNK","Sønderborg","Bluetongue virus (Inf. with) ","3","Multiple species","Virus","Camelidae",0,"Farm",0,0,54.9865,9.6643,0,"2024-08-30T00:00:00.000+00:00","2024-09-11T00:00:00.000+00:00","2024-12-31T00:00:00.000+00:00","2024-09-07T00:00:00.000+00:00","2024-12-31T00:00:00.000+00:00","2024-08-29T00:00:00.000+00:00","2025-01-17T11:19:57.453+00:00",16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1452,"Clinical|Diagnostic test","Stable","Recurrence of an eradicated disease"
5885,"Italy","ITA","Torino","Bluetongue virus (Inf. with) ","8","Multiple species","Virus","Camelidae",0,"Farm",0,0,45.062693,7.724714,0,"2024-07-19T00:00:00.000+00:00","2024-07-26T00:00:00.000+00:00","2024-09-25T00:00:00.000+00:00","2024-07-29T00:00:00.000+00:00","2024-09-25T00:00:00.000+00:00","2024-04-05T00:00:00.000+00:00","2024-09-25T12:12:07.100+00:00",12,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,"Clinical|Diagnostic test","Stable","Recurrence of an eradicated strain"
